"gender","age","edu","t_org","sd","X","M","W","Y","MW","XW","XM"
1,-8.44026548672566,-0.825221238938053,1.62389380530973,3.5,0.357853982300885,0.420907079646017,0.00316055625790135,1.5,0.0013303005045702,0.00113101764317598,0.150623274629963
0,8.55973451327434,1.17477876106195,-1.37610619469027,3.1,1.48285398230089,-0.329092920353983,0.43173198482933,2.16666666666667,-0.142079939697706,0.640195492990838,-0.487996747493931
0,7.55973451327434,-0.825221238938053,2.62389380530973,3.3,0.357853982300885,0.670907079646017,-0.425410872313527,1.33333333333333,-0.285411165993534,-0.152234974771489,0.240086770205184
0,2.55973451327434,1.17477876106195,-1.37610619469027,2.4,0.857853982300885,0.170907079646017,-0.56826801517067,2.66666666666667,-0.097121026929058,-0.487490979828379,0.146613318877751
0,-10.4402654867257,1.17477876106195,-0.376106194690265,2.9,0.857853982300885,1.17090707964602,-0.425410872313527,4.33333333333333,-0.498116602150297,-0.364940410928253,1.00446730117864
0,-1.44026548672566,1.17477876106195,0.623893805309735,3.9,0.232853982300885,0.170907079646017,0.146017699115044,1.66666666666667,0.0249554585323831,0.0340008027253504,0.0397963940989897
1,-13.4402654867257,1.17477876106195,-2.37610619469027,3.7,-0.892146017699115,-1.82909292035398,0.717446270543616,1,-1.3122758941857,-0.640066833178569,1.63181796489545
1,-24.4402654867257,-1.82522123893805,-1.37610619469027,2.4,-1.39214601769911,-2.32909292035398,1.14601769911504,3,-2.66918170960921,-1.59542397603571,3.242437433922
1,10.5597345132743,-0.825221238938053,-0.376106194690265,3.5,0.232853982300885,-1.07909292035398,-2.56826801517067,1.83333333333333,2.77139983274224,-0.59803143494848,-0.251271083777117
1,-21.4402654867257,1.17477876106195,-1.37610619469027,3.5,0.857853982300885,0.420907079646017,-0.56826801517067,3.66666666666667,-0.239188030721726,-0.487490979828379,0.361076814452972
0,-0.440265486725664,1.17477876106195,-1.37610619469027,3.2,-0.767146017699115,1.17090707964602,0.288874841972187,3.83333333333333,0.338245597596858,-0.221609184632424,-0.898256703246143
1,-18.4402654867257,1.17477876106195,-0.376106194690265,3,0.607853982300885,0.670907079646017,1.0031605562579,1.16666666666667,0.673027519215063,0.609775139008536,0.407813540116689
1,-11.4402654867257,1.17477876106195,0.623893805309735,3.6,0.732853982300885,-0.329092920353983,0.146017699115044,2.33333333333333,-0.048053391025139,0.107009652282873,-0.241177057228444
0,-2.44026548672566,0.174778761061947,-2.37610619469027,3.1,0.982853982300885,-0.829092920353983,-0.56826801517067,2.83333333333333,0.471146988241612,-0.558524481724713,-0.814877278467382
1,1.55973451327434,-0.825221238938053,-1.37610619469027,4,0.232853982300885,-0.329092920353983,0.860303413400758,1,-0.283119762706555,0.200325075797411,-0.0766305970514528
1,-2.44026548672566,0.174778761061947,2.62389380530973,2.6,-0.642146017699115,0.420907079646017,0.43173198482933,2.66666666666667,0.181719048924292,-0.277234974771489,-0.270283805016054
0,-10.4402654867257,2.17477876106195,-1.37610619469027,3.7,0.357853982300885,0.170907079646017,0.146017699115044,2.5,0.0249554585323831,0.052253015114731,0.0611597790547419
1,16.5597345132743,-1.82522123893805,0.623893805309735,3.7,1.23285398230089,-0.0790929203539825,-0.425410872313527,1,0.0336469882416121,-0.524469488045826,-0.0975100218302141
1,-9.44026548672566,-0.825221238938053,-0.376106194690265,3.3,-0.142146017699115,0.670907079646017,0.574589127686473,2.66666666666667,0.385495913652484,-0.0816755563138403,-0.0953667696178243
0,14.5597345132743,2.17477876106195,1.62389380530973,3.3,-0.642146017699115,-0.579092920353983,0.00316055625790135,2,-0.00183025575333115,-0.00202953861472537,0.371862212683061
1,-14.4402654867257,1.17477876106195,-1.37610619469027,3.6,-0.392146017699115,0.170907079646017,1.0031605562579,1.66666666666667,0.171447241086112,-0.393385417249365,-0.0670205306797712
1,1.55973451327434,-1.82522123893805,-1.37610619469027,3.4,-0.767146017699115,-1.32909292035398,0.574589127686473,1.83333333333333,-0.763682341720461,-0.440793761117886,1.01960834100164
1,-15.4402654867257,0.174778761061947,-1.37610619469027,3.1,0.357853982300885,-0.329092920353983,0.00316055625790135,3.66666666666667,-0.00104011668885581,0.00113101764317598,-0.117767212095701
1,-9.44026548672566,1.17477876106195,-0.376106194690265,2.3,0.982853982300885,1.67090707964602,0.146017699115044,2.83333333333333,0.243982007204949,0.143514077061634,1.64225767728483
1,17.5597345132743,1.17477876106195,0.623893805309735,4.4,-1.14214601769911,1.17090707964602,0.574589127686473,1.16666666666667,0.67279047749572,-0.656264684000313,-1.3373468581134
1,-19.4402654867257,1.17477876106195,-1.37610619469027,3.5,0.232853982300885,0.420907079646017,-1.71112515802781,1.83333333333333,-0.720224693174317,-0.398442307262008,0.098009889674211
1,-16.4402654867257,0.174778761061947,-0.376106194690265,3.1,0.232853982300885,-0.0790929203539825,-0.139696586599241,2.83333333333333,0.011049010997617,-0.0325289065034738,-0.0184171014762316
1,-7.44026548672566,1.17477876106195,1.62389380530973,2.6,-0.517146017699115,-0.0790929203539825,0.288874841972187,2.66666666666667,-0.0228479548683755,-0.149390474139378,0.0409025887892553
1,11.5597345132743,2.17477876106195,2.62389380530973,2.5,-0.642146017699115,-0.0790929203539825,0.146017699115044,2.16666666666667,-0.011548966246378,-0.0937646840003132,0.0507892038335031
0,10.5597345132743,1.17477876106195,-0.376106194690265,3,-0.642146017699115,0.170907079646017,-0.425410872313527,3,-0.0727057298367698,0.273175897542038,-0.109747300591276
1,-6.44026548672566,1.17477876106195,-1.37610619469027,3.7,-0.142146017699115,-0.0790929203539825,-1.28255372945638,2,0.101440919973597,0.182309905127373,0.0112427436565119
1,-2.44026548672566,-0.825221238938053,0.623893805309735,3.5,1.10785398230089,-0.829092920353983,0.00316055625790135,3,-0.00262039481780648,0.00350143483660199,-0.91851389351163
1,7.55973451327434,-0.825221238938053,2.62389380530973,3.9,0.732853982300885,0.670907079646017,1.28887484197219,1,0.864715256256782,0.944557060626741,0.491676925072441
0,-7.44026548672566,-0.825221238938053,-0.376106194690265,3.5,0.607853982300885,1.67090707964602,0.288874841972187,1.66666666666667,0.482683018582952,0.175593723079333,1.01566752241757
0,-1.44026548672566,-0.825221238938053,-2.37610619469027,3.4,-0.642146017699115,-0.0790929203539825,0.860303413400758,1.5,-0.0680439093563655,-0.552440410928252,0.0507892038335031
0,8.55973451327434,1.17477876106195,-1.37610619469027,4.3,-0.142146017699115,-1.32909292035398,0.146017699115044,3.33333333333333,-0.194071090140183,-0.0207558344427911,0.188925265780406
0,8.55973451327434,-1.82522123893805,-0.376106194690265,3.8,1.60785398230089,-0.829092920353983,-0.425410872313527,1,0.352705142476758,-0.683998565163399,-1.33306035368862
1,12.5597345132743,0.174778761061947,-0.376106194690265,3.6,0.482853982300885,-1.07909292035398,0.00316055625790135,3.33333333333333,-0.00341053388228182,0.00152608717541365,-0.521044313865612
1,2.55973451327434,1.17477876106195,2.62389380530973,4.7,0.732853982300885,-2.32909292035398,1.28887484197219,1,-3.00190926965978,0.944557060626741,-1.70688502183021
1,9.55973451327434,1.17477876106195,-2.37610619469027,2.7,-0.892146017699115,0.170907079646017,-0.282553729456385,1.5,-0.0482904327444816,0.252079184520547,-0.15247407050278
1,-10.4402654867257,1.17477876106195,-1.37610619469027,3.2,0.732853982300885,0.920907079646017,0.574589127686473,2,0.529143195574102,0.421089930411823,0.674890420647662
0,7.55973451327434,1.17477876106195,1.62389380530973,3,-0.267146017699115,0.670907079646017,0.288874841972187,2.5,0.193808176610765,-0.0771717636463309,-0.179230154573576
0,-12.4402654867257,4.17477876106195,-2.37610619469027,4.2,-1.76714601769911,-0.329092920353983,-2.56826801517067,4.66666666666667,0.845198821364242,4.53850459539286,0.581555243656512
1,6.55973451327434,-0.825221238938053,-2.37610619469027,3.8,-0.767146017699115,-1.32909292035398,1.0031605562579,2.16666666666667,-1.33329359330074,-0.769570625846078,1.01960834100164
1,0.559734513274336,4.17477876106195,1.62389380530973,2.8,-0.892146017699115,-2.07909292035398,-0.282553729456385,1.16666666666667,0.587455458532384,0.252079184520547,1.85485446932023
0,-11.4402654867257,-0.825221238938053,-0.376106194690265,4.1,1.98285398230089,0.170907079646017,-0.425410872313527,2.16666666666667,-0.0727057298367698,-0.843527642280971,0.33888378347952
1,-14.4402654867257,1.17477876106195,-1.37610619469027,3.2,0.357853982300885,0.670907079646017,-0.711125158027813,2,-0.477098903035253,-0.254478969714599,0.240086770205184
0,6.55973451327434,2.17477876106195,-0.376106194690265,2.8,0.232853982300885,1.17090707964602,0.288874841972187,2.83333333333333,0.338245597596858,0.0672656573397626,0.272650376399875
0,-7.44026548672566,0.174778761061947,-0.376106194690265,4,-0.517146017699115,-0.0790929203539825,1.14601769911504,1,-0.0906418866003605,-0.592658489310047,0.0409025887892553
0,1.55973451327434,-0.825221238938053,1.62389380530973,3.5,-0.517146017699115,0.670907079646017,0.146017699115044,1.66666666666667,0.0979643080899051,-0.0755124716109327,-0.346956924485081
1,-0.440265486725664,-1.82522123893805,2.62389380530973,2.5,0.357853982300885,1.67090707964602,1.28887484197219,1.83333333333333,2.15359009822897,0.461228994887171,0.597940752506069
1,-21.4402654867257,0.174778761061947,-2.37610619469027,3.7,0.107853982300885,0.420907079646017,0.43173198482933,1.83333333333333,0.181719048924292,0.0465640138505086,0.0453965047184588
1,-23.4402654867257,-1.82522123893805,-2.37610619469027,3,-1.01714601769911,-1.07909292035398,1.0031605562579,1,-1.08250345423626,-1.02036076491055,1.09759506666536
1,7.55973451327434,-1.82522123893805,-1.37610619469027,4.3,-0.0171460176991149,1.42090707964602,-1.42541087231353,1.33333333333333,-2.0253763998747,0.0244401200451986,-0.0243628979364083
0,-2.44026548672566,0.174778761061947,-1.37610619469027,4.2,-0.267146017699115,0.420907079646017,-0.56826801517067,1.83333333333333,-0.239188030721726,0.151810537238625,-0.112443650148798
0,-6.44026548672566,1.17477876106195,-1.37610619469027,4.3,-1.14214601769911,0.420907079646017,0.717446270543616,1,0.30197821453744,-0.819428400814473,-0.480737344839063
0,3.55973451327434,-1.82522123893805,-0.376106194690265,3.4,0.232853982300885,0.920907079646017,-2.56826801517067,1,-2.3651361975991,-0.59803143494848,0.214436880824654
1,19.5597345132743,1.17477876106195,-0.376106194690265,3.2,0.982853982300885,0.420907079646017,0.00316055625790135,2,0.0013303005045702,0.00310636530436432,0.413690199408724
1,-6.44026548672566,0.174778761061947,-0.376106194690265,3.6,0.232853982300885,0.420907079646017,0.288874841972187,1,0.121589466117718,0.0672656573397626,0.098009889674211
1,16.5597345132743,-0.825221238938053,-0.376106194690265,3.8,0.482853982300885,-0.579092920353983,0.00316055625790135,2.83333333333333,-0.00183025575333115,0.00152608717541365,-0.27961732271517
1,-6.44026548672566,-1.82522123893805,-2.37610619469027,3.8,-1.64214601769911,-0.829092920353983,0.288874841972187,1.83333333333333,-0.239504086347516,-0.474374671358088,1.36149163746182
1,13.5597345132743,-0.825221238938053,2.62389380530973,2.4,-0.517146017699115,-1.07909292035398,-0.711125158027813,3,0.76737012351342,0.367755543559737,0.55804860648837
1,-10.4402654867257,1.17477876106195,-0.376106194690265,3.3,-0.767146017699115,0.920907079646017,0.717446270543616,1,0.660701349809248,-0.550386049360617,-0.706470198821364
0,17.5597345132743,-0.825221238938053,1.62389380530973,3.5,-0.142146017699115,-0.329092920353983,0.574589127686473,1,-0.189093214033989,-0.0816755563138403,0.0467792480812906
1,-8.44026548672566,1.17477876106195,-1.37610619469027,2.7,-0.892146017699115,0.420907079646017,0.43173198482933,1.16666666666667,0.181719048924292,-0.385167970978822,-0.375510574927559
0,9.55973451327434,0.174778761061947,0.623893805309735,2.6,-0.767146017699115,0.420907079646017,-0.282553729456385,2.5,-0.118928865108578,0.216759968338499,-0.322897189971806
0,-4.44026548672566,-1.82522123893805,-1.37610619469027,3.1,0.982853982300885,0.170907079646017,-0.282553729456385,3,-0.0482904327444816,-0.277709058210175,0.167976703833503
1,-15.4402654867257,-0.825221238938053,0.623893805309735,2.7,-0.142146017699115,0.670907079646017,-0.425410872313527,2.66666666666667,-0.285411165993534,0.0604704613852746,-0.0953667696178243
1,-0.440265486725664,1.17477876106195,2.62389380530973,3.9,-0.517146017699115,-1.82909292035398,0.288874841972187,1,-0.528378928319703,-0.149390474139378,0.945908119762707
1,20.5597345132743,-0.825221238938053,-1.37610619469027,4.5,-1.64214601769911,-0.0790929203539825,0.43173198482933,1,-0.034146943490373,-0.708966959600819,0.129882124187486
0,-3.44026548672566,-0.825221238938053,-0.376106194690265,3.1,-1.39214601769911,-0.329092920353983,-1.28255372945638,2.66666666666667,0.422079352337693,1.78550206694785,0.458145398523769
0,-0.440265486725664,0.174778761061947,-1.37610619469027,3.9,-1.01714601769911,-0.829092920353983,0.574589127686473,2,-0.476387777877225,-0.584441043039504,0.843308562240583
1,2.55973451327434,-0.825221238938053,-1.37610619469027,4.6,-1.39214601769911,1.67090707964602,0.00316055625790135,1,0.00528099582694689,-0.00439995580815138,-2.32614663687446
1,2.55973451327434,-0.825221238938053,0.623893805309735,3.2,0.482853982300885,0.420907079646017,0.288874841972187,1.66666666666667,0.121589466117718,0.139484367832809,0.203236659585715
1,-19.4402654867257,-1.82522123893805,-2.37610619469027,3,0.107853982300885,0.170907079646017,0.146017699115044,2.83333333333333,0.0249554585323831,0.0157485903359699,0.0184330091432375
1,-3.44026548672566,1.17477876106195,1.62389380530973,3.6,1.23285398230089,0.670907079646017,0.288874841972187,2.5,0.193808176610765,0.35614049931195,0.82713046489545
1,-14.4402654867257,-0.825221238938053,1.62389380530973,3.5,0.357853982300885,-0.329092920353983,-2.28255372945638,1.5,0.751172272691676,-0.816820941901704,-0.117767212095701
1,-6.44026548672566,1.17477876106195,-1.37610619469027,3.7,0.732853982300885,1.67090707964602,-0.139696586599241,1.83333333333333,-0.233420015551056,-0.102377199803095,1.22453090737333
1,-18.4402654867257,-1.82522123893805,-1.37610619469027,3,0.232853982300885,-0.329092920353983,-0.711125158027813,3,0.23402625499256,-0.165588324961122,-0.0766305970514528
1,14.5597345132743,1.17477876106195,-0.376106194690265,3.7,-0.142146017699115,0.420907079646017,0.288874841972187,2.66666666666667,0.121589466117718,-0.0410624083998075,-0.0598302651930456
1,-20.4402654867257,0.174778761061947,-1.37610619469027,3.8,0.232853982300885,-0.579092920353983,-0.853982300884956,3,0.494535104550082,-0.198853179575535,-0.134844092626674
1,-2.44026548672566,-2.82522123893805,-0.376106194690265,2.7,-0.0171460176991149,0.170907079646017,0.574589127686473,3,0.0982013498092477,-0.00985191535303128,-0.00293037581251466
0,0.559734513274336,1.17477876106195,-1.37610619469027,3.2,0.482853982300885,-0.329092920353983,0.00316055625790135,1.5,-0.00104011668885581,0.00152608717541365,-0.158903827139948
1,-12.4402654867257,1.17477876106195,-2.37610619469027,3.6,1.98285398230089,-0.329092920353983,1.0031605562579,1,-0.330133037042838,1.98912090386315,-0.652543207670922
1,3.55973451327434,-0.825221238938053,-0.376106194690265,3.7,-0.767146017699115,-1.32909292035398,0.717446270543616,1.33333333333333,-0.953552758913888,-0.550386049360617,1.01960834100164
1,9.55973451327434,-1.82522123893805,2.62389380530973,2.7,0.232853982300885,-0.0790929203539825,0.146017699115044,2.83333333333333,-0.011548966246378,0.0340008027253504,-0.0184171014762316
0,1.55973451327434,-1.82522123893805,-0.376106194690265,4.2,-0.892146017699115,-2.32909292035398,0.717446270543616,2.16666666666667,-1.6709990294575,-0.640066833178569,2.07789097374501
1,-18.4402654867257,1.17477876106195,-1.37610619469027,3.3,-0.767146017699115,-0.579092920353983,1.28887484197219,1.66666666666667,-0.746378296208451,-0.988755202331539,0.444248827727308
1,0.559734513274336,0.174778761061947,1.62389380530973,4.6,-1.51714601769911,0.920907079646017,1.0031605562579,1,0.923817658279538,-1.5219410430395,-1.39715050855588
0,-18.4402654867257,-1.82522123893805,-0.376106194690265,4.5,-0.392146017699115,-1.32909292035398,-0.139696586599241,1,0.185669744246669,0.0547814601210521,0.521198495868901
1,-17.4402654867257,-1.82522123893805,-0.376106194690265,5,2.23285398230089,0.420907079646017,1.28887484197219,1,0.542496545763736,2.87786932358502,0.939824048966246
1,-18.4402654867257,0.174778761061947,-0.376106194690265,2.9,-0.142146017699115,-0.0790929203539825,-0.282553729456385,2.83333333333333,0.0223479996196146,0.0401638874282582,0.0112427436565119
0,6.55973451327434,0.174778761061947,2.62389380530973,3.6,0.232853982300885,0.670907079646017,-0.282553729456385,3,-0.189567297472674,-0.0657937611178861,0.156223385249432
1,-12.4402654867257,-1.82522123893805,-1.37610619469027,3.4,0.482853982300885,0.170907079646017,-0.425410872313527,3.5,-0.0727057298367698,-0.20541133381068,0.0825231640104941
1,-11.4402654867257,1.17477876106195,-2.37610619469027,2.8,1.35785398230089,-0.329092920353983,0.860303413400758,3.5,-0.283119762706555,1.16816641587326,-0.446860132449683
1,1.55973451327434,-0.825221238938053,-1.37610619469027,3.9,-0.0171460176991149,-0.329092920353983,0.146017699115044,1.16666666666667,-0.048053391025139,-0.00250362205341059,0.00564263303704281
1,10.5597345132743,1.17477876106195,2.62389380530973,3.9,0.107853982300885,0.420907079646017,0.43173198482933,2,0.181719048924292,0.0465640138505086,0.0453965047184588
0,12.5597345132743,-0.825221238938053,2.62389380530973,3.6,-1.26714601769911,-0.0790929203539825,0.717446270543616,1,-0.056744920734368,-0.909109184632425,0.100222279054742
1,-8.44026548672566,1.17477876106195,0.623893805309735,3.8,-0.0171460176991149,1.67090707964602,-1.28255372945638,1,-2.14302810657508,0.0219906889453251,-0.0286494023611871
1,-15.4402654867257,-0.825221238938053,-1.37610619469027,3.6,-0.767146017699115,-1.82909292035398,0.574589127686473,2.66666666666667,-1.0509769055637,-0.440793761117886,1.4031813498512
0,-15.4402654867257,-0.825221238938053,-0.376106194690265,3,2.10785398230089,1.67090707964602,1.28887484197219,5,2.15359009822897,2.7167599683385,3.5220281418866
1,9.55973451327434,-1.82522123893805,0.623893805309735,4.4,-1.51714601769911,-2.32909292035398,1.28887484197219,1,-3.00190926965978,-1.95541133381068,3.53357404896625
1,-3.44026548672566,1.17477876106195,-0.376106194690265,3.7,-0.0171460176991149,0.920907079646017,-0.56826801517067,1.5,-0.523322038307061,0.00974353344595723,-0.0157898890868509
0,-21.4402654867257,-1.82522123893805,-2.37610619469027,3,0.857853982300885,-0.0790929203539825,0.574589127686473,1,-0.0454459321123705,0.492913571372632,-0.0678501766974706
1,13.5597345132743,1.17477876106195,1.62389380530973,2.9,-0.142146017699115,0.420907079646017,1.0031605562579,1.83333333333333,0.422237380150588,-0.14259527818489,-0.0598302651930456
1,-0.440265486725664,-1.82522123893805,0.623893805309735,3,0.357853982300885,-0.329092920353983,-0.711125158027813,3,0.23402625499256,-0.254478969714599,-0.117767212095701
1,14.5597345132743,1.17477876106195,2.62389380530973,3.1,0.357853982300885,0.920907079646017,0.574589127686473,1,0.529143195574102,0.205619007529396,0.329550265780406
1,-24.4402654867257,1.17477876106195,-2.37610619469027,3.1,0.732853982300885,0.670907079646017,-0.282553729456385,3.83333333333333,-0.189567297472674,-0.207070625846078,0.491676925072441
0,-4.44026548672566,-1.82522123893805,-0.376106194690265,2.9,-0.392146017699115,-0.329092920353983,0.288874841972187,1,-0.0950666653614222,-0.113281118892854,0.129052478169786
1,-3.44026548672566,1.17477876106195,2.62389380530973,3.6,-1.64214601769911,-0.329092920353983,0.43173198482933,2.66666666666667,-0.142079939697706,-0.708966959600819,0.540418628612264
0,-5.44026548672566,-0.825221238938053,0.623893805309735,3.4,0.732853982300885,-0.329092920353983,0.43173198482933,4,-0.142079939697706,0.31639650436884,-0.241177057228444
1,20.5597345132743,-0.825221238938053,2.62389380530973,4.6,-1.76714601769911,-2.32909292035398,-2.71112515802781,1,6.31446241175615,4.79095402649273,4.11584727905474
1,7.55973451327434,1.17477876106195,-2.37610619469027,2.7,-0.642146017699115,1.17090707964602,0.00316055625790135,1,0.00370071769799621,-0.00202953861472537,-0.751893318290391
0,1.55973451327434,-0.825221238938053,2.62389380530973,3,0.107853982300885,0.420907079646017,-0.139696586599241,2.83333333333333,-0.0587992823020037,-0.0150668331785686,0.0453965047184588
0,1.55973451327434,1.17477876106195,0.623893805309735,3.5,-0.642146017699115,-0.579092920353983,1.0031605562579,1,-0.580923176107314,-0.64417555631384,0.371862212683061
1,-22.4402654867257,0.174778761061947,-1.37610619469027,3.5,0.107853982300885,-0.329092920353983,0.146017699115044,1.5,-0.048053391025139,0.0157485903359699,-0.035493982007205
1,-19.4402654867257,2.17477876106195,-1.37610619469027,3.4,0.482853982300885,-0.579092920353983,-0.282553729456385,1.33333333333333,0.163624864347807,-0.136432193481982,-0.27961732271517
0,-1.44026548672566,2.17477876106195,-1.37610619469027,2.8,-0.0171460176991149,0.170907079646017,0.574589127686473,2.66666666666667,0.0982013498092477,-0.00985191535303128,-0.00293037581251466
0,0.559734513274336,-0.825221238938053,-0.376106194690265,4.1,0.982853982300885,0.170907079646017,0.288874841972187,1.33333333333333,0.0493707556246713,0.283921788818903,0.167976703833503
1,15.5597345132743,0.174778761061947,0.623893805309735,4.5,-0.0171460176991149,1.42090707964602,-2.71112515802781,2.33333333333333,-3.85225693084815,0.0464849999440607,-0.0243628979364083
1,-17.4402654867257,1.17477876106195,-2.37610619469027,3,0.607853982300885,-1.82909292035398,1.14601769911504,1.66666666666667,-2.09617286005169,0.696611422194377,-1.11182141563552
1,3.55973451327434,0.174778761061947,-0.376106194690265,3.2,-0.0171460176991149,0.170907079646017,0.146017699115044,2.33333333333333,0.0249554585323831,-0.00250362205341059,-0.00293037581251466
1,-5.44026548672566,-1.82522123893805,-0.376106194690265,4.8,0.357853982300885,0.670907079646017,-0.996839443742099,1.33333333333333,-0.668786640076972,-0.356722964657709,0.240086770205184
0,19.5597345132743,1.17477876106195,0.623893805309735,3.1,-0.0171460176991149,-0.579092920353983,-0.139696586599241,1.66666666666667,0.0808973042972378,0.00239524014633654,0.00992913746182155
1,12.5597345132743,-1.82522123893805,0.623893805309735,3,0.232853982300885,0.670907079646017,-0.996839443742099,1.5,-0.668786640076972,-0.232118034189947,0.156223385249432
0,31.5597345132743,2.17477876106195,1.62389380530973,3.2,-0.392146017699115,-0.329092920353983,-0.282553729456385,1,0.0929864319837107,0.110802319792354,0.129052478169786
0,-16.4402654867257,1.17477876106195,-0.376106194690265,2.9,1.73285398230089,0.920907079646017,0.717446270543616,4.83333333333333,0.660701349809248,1.24322962699842,1.59579750029368
1,2.55973451327434,-1.82522123893805,-0.376106194690265,3,-1.64214601769911,0.170907079646017,1.0031605562579,1.66666666666667,0.171447241086112,-1.64733611257174,-0.280654380237293
0,-8.44026548672566,1.17477876106195,0.623893805309735,3.5,0.357853982300885,-0.829092920353983,-0.425410872313527,1,0.352705142476758,-0.152234974771489,-0.296694203246143
1,-19.4402654867257,-0.825221238938053,-1.37610619469027,3.5,0.107853982300885,0.170907079646017,0.717446270543616,1.66666666666667,0.122616646901536,0.0773794373650471,0.0184330091432375
